id,name,url,year,mkb,mkb_codes,size_bytes
106,БЫСТРО ПРОГРЕССИРУЮЩИЙ ГЛОМЕРУЛОНЕФРИТ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/БЫСТРО ПРОГРЕССИРУЮЩИЙ ГЛОМЕРУЛОНЕФРИТ У ДЕТЕЙ.pdf,2025,,[],264365
107,Бешенство у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Бешенство у взрослых.pdf,2025,,[],619184
108,Болезнь Бехчета у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Болезнь Бехчета у детей.pdf,2025,,[],954892
109,Болезнь Виллебранда,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Болезнь Виллебранда.pdf,2025,,[],674418
110,Болезнь Гентингтона,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Болезнь Гентингтона.pdf,2025,,[],1027949
111,ВАКЦИНОПРОФИЛАКТИКА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВАКЦИНОПРОФИЛАКТИКА.pdf,2025,,[],610686
112,ВАРИКОЗНОЕ РАСШИРЕНИЕ ВЕН НИЖНИХ КОНЕЧНОСТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВАРИКОЗНОЕ РАСШИРЕНИЕ ВЕН НИЖНИХ КОНЕЧНОСТЕЙ.pdf,2025,,[],242865
113,ВАРИКОЦЕЛЕ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВАРИКОЦЕЛЕ.pdf,2025,,[],550639
114,ВАРИКОЦЕЛЕ (ЭНДОВАСКУЛЯРНАЯ ЭМБОЛИЗАЦИЯ СОСУДОВ),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВАРИКОЦЕЛЕ (ЭНДОВАСКУЛЯРНАЯ ЭМБОЛИЗАЦИЯ СОСУДОВ).pdf,2025,,[],376813
115,ВЕДЕНИЕ ДЕТЕЙ С ПЕРЕСАЖЕННОЙ ПОЧКОЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕДЕНИЕ ДЕТЕЙ С ПЕРЕСАЖЕННОЙ ПОЧКОЙ.pdf,2025,,[],995603
116,ВЕДЕНИЕ ЖИВОГО ДОНОРА ПОЧКИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕДЕНИЕ ЖИВОГО ДОНОРА ПОЧКИ.pdf,2025,,[],163452
117,ВЕДЕНИЕ ПАЦИЕНТОВ ПОСЛЕ ТРАНСПЛАНТАЦИИ СЕРДЦА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕДЕНИЕ ПАЦИЕНТОВ ПОСЛЕ ТРАНСПЛАНТАЦИИ СЕРДЦА.pdf,2025,,[],659255
118,ВЕДЕНИЕ ПАЦИЕНТОВ ПОСЛЕ ТРАНСПЛАНТАЦИИ СЕРДЦА У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕДЕНИЕ ПАЦИЕНТОВ ПОСЛЕ ТРАНСПЛАНТАЦИИ СЕРДЦА У ДЕТЕЙ.pdf,2025,,[],463155
119,ВЕДЕНИЕ РОДОВ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕДЕНИЕ РОДОВ.pdf,2025,,[],1230930
283,ДИФТЕРИЯ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ДИФТЕРИЯ У ДЕТЕЙ.pdf,2025,,[],428485
120,"ВЕНОЗНЫЕ ТРОМБОЗЫ И ТРОМБОФЛЕБИТЫ,","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕНОЗНЫЕ ТРОМБОЗЫ И ТРОМБОФЛЕБИТЫ,.pdf",2025,,[],417156
121,ВЕНТРАЛЬНАЯ ГРЫЖА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕНТРАЛЬНАЯ ГРЫЖА.pdf,2025,,[],584235
122,ВЕТРЯНАЯ ОСПА У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВЕТРЯНАЯ ОСПА У ДЕТЕЙ.pdf,2025,,[],533206
123,ВИБРАЦИОННАЯ БОЛЕЗНЬ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВИБРАЦИОННАЯ БОЛЕЗНЬ.pdf,2025,,[],490872
124,ВИБРОАКУСТИЧЕСКАЯ ЛЕГОЧНАЯ ТЕРАПИЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВИБРОАКУСТИЧЕСКАЯ ЛЕГОЧНАЯ ТЕРАПИЯ.pdf,2025,,[],820764
125,"ВИРУСНЫЕ ГЕМОРРАГИЧЕСКИЕ ЛИХОРАДКИ (ЭБОЛА,","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВИРУСНЫЕ ГЕМОРРАГИЧЕСКИЕ ЛИХОРАДКИ (ЭБОЛА,.pdf",2025,,[],826815
126,ВИРУСНЫЕ КИШЕЧНЫЕ ИНФЕКЦИИ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВИРУСНЫЕ КИШЕЧНЫЕ ИНФЕКЦИИ У ДЕТЕЙ.pdf,2025,,[],717504
127,ВИЧ-ИНФЕКЦИЯ У ВЗРОСЛЫХ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВИЧ-ИНФЕКЦИЯ У ВЗРОСЛЫХ.pdf,2025,,[],1829675
128,ВИЧ-ИНФЕКЦИЯ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВИЧ-ИНФЕКЦИЯ У ДЕТЕЙ.pdf,2025,,[],1474440
129,ВНЕБОЛЬНИЧНАЯ ПНЕВМОНИЯ У ВЗРОСЛЫХ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНЕБОЛЬНИЧНАЯ ПНЕВМОНИЯ У ВЗРОСЛЫХ.pdf,2025,,[],927946
130,ВНЕЗАПНАЯ СМЕРТЬ У ВЗРОСЛЫХ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНЕЗАПНАЯ СМЕРТЬ У ВЗРОСЛЫХ.pdf,2025,,[],615144
131,ВНЕЛЕГОЧНЫЙ ТУБЕРКУЛЕЗ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНЕЛЕГОЧНЫЙ ТУБЕРКУЛЕЗ.pdf,2025,,[],726652
132,ВНЕЛЕГОЧНЫЙ ТУБЕРКУЛЕЗ С МНОЖЕСТВЕННОЙ ЛЕКАРСТВЕННОЙ УСТОЙЧИВОСТЬЮ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНЕЛЕГОЧНЫЙ ТУБЕРКУЛЕЗ С МНОЖЕСТВЕННОЙ ЛЕКАРСТВЕННОЙ УСТОЙЧИВОСТЬЮ.pdf,2025,,[],993358
133,ВНЕЛЕГОЧНЫЙ ТУБЕРКУЛЕЗ С ШИРОКОЙ ЛЕКАРСТВЕННОЙ УСТОЙЧИВ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНЕЛЕГОЧНЫЙ ТУБЕРКУЛЕЗ С ШИРОКОЙ ЛЕКАРСТВЕННОЙ УСТОЙЧИВ.pdf,2025,,[],979072
134,ВНЕМАТОЧНАЯ БЕРЕМЕННОСТЬ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНЕМАТОЧНАЯ БЕРЕМЕННОСТЬ.pdf,2025,,[],476581
135,ВНЕОРГАННЫЕ ЗАБРЮШИННЫЕ ОПУХОЛИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНЕОРГАННЫЕ ЗАБРЮШИННЫЕ ОПУХОЛИ.pdf,2025,,[],663359
136,ВНУТРИМОЗГОВОЕ КРОВОИЗЛИЯНИЕ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНУТРИМОЗГОВОЕ КРОВОИЗЛИЯНИЕ.pdf,2025,,[],514002
137,ВНУТРИСУСТАВНЫЕ ПОРАЖЕНИЯ КОЛЕНА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВНУТРИСУСТАВНЫЕ ПОРАЖЕНИЯ КОЛЕНА.pdf,2025,,[],212828
138,ВОЗРАСТНАЯ МАКУЛЯРНАЯ ДЕГЕНЕРАЦИЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВОЗРАСТНАЯ МАКУЛЯРНАЯ ДЕГЕНЕРАЦИЯ.pdf,2025,,[],768327
139,ВОСПАЛЕНИЕ СЛУХОВОЙ (ЕВСТАХИЕВОЙ) ТРУБЫ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВОСПАЛЕНИЕ СЛУХОВОЙ (ЕВСТАХИЕВОЙ) ТРУБЫ.pdf,2025,,[],612364
140,ВОСПАЛИТЕЛЬНЫЕ БОЛЕЗНИ ОРГАНОВ МОШОНКИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВОСПАЛИТЕЛЬНЫЕ БОЛЕЗНИ ОРГАНОВ МОШОНКИ.pdf,2025,,[],545895
141,ВОСПАЛИТЕЛЬНЫЕ ЗАБОЛЕВАНИЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВОСПАЛИТЕЛЬНЫЕ ЗАБОЛЕВАНИЯ.pdf,2025,,[],775393
142,ВОСПАЛИТЕЛЬНЫЕ ЗАБОЛЕВАНИЯ ОРГАНОВ МАЛОГО ТАЗА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВОСПАЛИТЕЛЬНЫЕ ЗАБОЛЕВАНИЯ ОРГАНОВ МАЛОГО ТАЗА.pdf,2025,,[],249859
143,ВОСПАЛИТЕЛЬНЫЕ ЗАБОЛЕВАНИЯ ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВОСПАЛИТЕЛЬНЫЕ ЗАБОЛЕВАНИЯ ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ.pdf,2025,,[],186714
144,ВОССТАНОВЛЕНИЕ ВРАЩАТЕЛЬНОЙ МАНЖЕТЫ ПЛЕЧА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВОССТАНОВЛЕНИЕ ВРАЩАТЕЛЬНОЙ МАНЖЕТЫ ПЛЕЧА.pdf,2025,,[],849154
145,ВРОЖДЁННЫЙ БУЛЛЕЗНЫЙ ЭПИДЕРМОЛИЗ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЁННЫЙ БУЛЛЕЗНЫЙ ЭПИДЕРМОЛИЗ.pdf,2025,,[],1188044
146,ВРОЖДЕННАЯ ВЫСОКАЯ КИШЕЧНАЯ НЕПРОХОДИМОСТЬ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ ВЫСОКАЯ КИШЕЧНАЯ НЕПРОХОДИМОСТЬ.pdf,2025,,[],185068
147,ВРОЖДЕННАЯ ДЕФОРМАЦИЯ ГРУДНОЙ КЛЕТКИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ ДЕФОРМАЦИЯ ГРУДНОЙ КЛЕТКИ.pdf,2025,,[],158258
148,ВРОЖДЕННАЯ ДЕФОРМАЦИЯ КОЛЕНА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ ДЕФОРМАЦИЯ КОЛЕНА.pdf,2025,,[],147356
149,ВРОЖДЕННАЯ ДИСФУНКЦИЯ КОРЫ НАДПОЧЕЧНИКОВ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ ДИСФУНКЦИЯ КОРЫ НАДПОЧЕЧНИКОВ.pdf,2025,,[],704480
150,ВРОЖДЕННАЯ И ПЕРИНАТАЛЬНАЯ ЦИТОМЕГАЛОВИРУСНАЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ И ПЕРИНАТАЛЬНАЯ ЦИТОМЕГАЛОВИРУСНАЯ.pdf,2025,,[],768855
151,ВРОЖДЕННАЯ МЫШЕЧНАЯ КРИВОШЕЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ МЫШЕЧНАЯ КРИВОШЕЯ.pdf,2025,,[],808948
152,ВРОЖДЕННАЯ НИЗКАЯ КИШЕЧНАЯ НЕПРОХОДИМОСТЬ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ НИЗКАЯ КИШЕЧНАЯ НЕПРОХОДИМОСТЬ.pdf,2025,,[],785732
153,ВРОЖДЕННАЯ ПНЕВМОНИЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ ПНЕВМОНИЯ.pdf,2025,,[],164225
154,ВРОЖДЕННАЯ РАСЩЕЛИНА ВЕРХНЕЙ ГУБЫ И НЕБА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ РАСЩЕЛИНА ВЕРХНЕЙ ГУБЫ И НЕБА.pdf,2025,,[],165576
155,ВРОЖДЕННАЯ СПИННОМОЗГОВАЯ ГРЫЖА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННАЯ СПИННОМОЗГОВАЯ ГРЫЖА.pdf,2025,,[],410559
156,ВРОЖДЕННОЙ КИСТОЗНОЙ ТРАНСФОРМАЦИИ ОБЩЕГО,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННОЙ КИСТОЗНОЙ ТРАНСФОРМАЦИИ ОБЩЕГО.pdf,2025,,[],504150
157,ВРОЖДЕННЫЕ АНГИОДИСПЛАЗИИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ АНГИОДИСПЛАЗИИ.pdf,2025,,[],329311
158,"ВРОЖДЕННЫЕ АНОМАЛИИ КОСТЕЙ ЧЕРЕПА И ЛИЦА,","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ АНОМАЛИИ КОСТЕЙ ЧЕРЕПА И ЛИЦА,.pdf",2025,,[],1205147
159,ВРОЖДЕННЫЕ АНОМАЛИИ ПОЛОВОГО ЧЛЕНА У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ АНОМАЛИИ ПОЛОВОГО ЧЛЕНА У ДЕТЕЙ.pdf,2025,,[],351804
160,ВРОЖДЕННЫЕ И ПРИОБРЕТЕННЫЕ ДЕФОРМАЦИИ ПОЗВОНОЧНИКА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ И ПРИОБРЕТЕННЫЕ ДЕФОРМАЦИИ ПОЗВОНОЧНИКА.pdf,2025,,[],447389
161,ВРОЖДЕННЫЕ КОСТНО – МЫШЕЧНЫЕ ДЕФОРМАЦИИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ КОСТНО – МЫШЕЧНЫЕ ДЕФОРМАЦИИ.pdf,2025,,[],157359
162,"ВРОЖДЕННЫЕ ПОРОКИ РАЗВИТИЯ АНОРЕКТАЛЬНОЙ ЗОНЫ,3A","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ ПОРОКИ РАЗВИТИЯ АНОРЕКТАЛЬНОЙ ЗОНЫ,3A.pdf",2025,,[],432387
163,ВРОЖДЕННЫЕ ПОРОКИ РАЗВИТИЯ ЛЕГКИХ У,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ ПОРОКИ РАЗВИТИЯ ЛЕГКИХ У.pdf,2025,,[],309538
164,ВРОЖДЕННЫЕ ПОРОКИ РАЗВИТИЯ ЛЕГКИХ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ ПОРОКИ РАЗВИТИЯ ЛЕГКИХ У ДЕТЕЙ.pdf,2025,,[],206450
165,ВРОЖДЕННЫЕ ПОРОКИ СЕРДЦА У ВЗРОСЛЫХ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ВРОЖДЕННЫЕ ПОРОКИ СЕРДЦА У ВЗРОСЛЫХ.pdf,2025,,[],538717
